Date,Chandler,Flagstaff,Phoenix,Tucson
2015-09-14 01:00,86,55,79,76
2015-09-14 02:00,86,56,79,73
2015-09-14 03:00,86,55,77,71
2015-09-14 04:00,86,53,77,70
2015-09-14 05:00,86,50,76,69
2015-09-14 06:00,86,50,77,69
2015-09-14 07:00,73,50,77,69
2015-09-14 08:00,73,53,78,69
2015-09-14 09:00,75,58,79,75
2015-09-14 10:00,79,59,81,78
2015-09-14 11:00,82,62,84,83
2015-09-14 12:00,88,66,87,87
2015-09-14 13:00,90,67,92,89
2015-09-14 14:00,91,67,94,88
2015-09-14 15:00,93,70,96,91
2015-09-14 16:00,97,70,97,92
2015-09-14 17:00,95,70,97,93
2015-09-14 18:00,95,69,97,90
2015-09-14 19:00,93,66,95,88
2015-09-14 20:00,91,63,76,87
2015-09-14 21:00,81,60,81,85
2015-09-14 22:00,81,56,81,82
2015-09-14 23:00,81,54,80,80
2015-09-15 00:00,81,55,80,78
2015-09-15 01:00,81,54,79,80
2015-09-15 02:00,81,55,80,78
2015-09-15 03:00,81,56,81,77
2015-09-15 04:00,81,56,82,75
2015-09-15 05:00,81,55,81,73
2015-09-15 06:00,81,55,81,73
2015-09-15 07:00,81,55,80,73
2015-09-15 08:00,81,56,79,73
2015-09-15 09:00,82,56,82,78
2015-09-15 10:00,82,57,85,81
2015-09-15 11:00,86,59,89,84
2015-09-15 12:00,86,63,91,86
2015-09-15 13:00,90,64,92,88
2015-09-15 14:00,90,66,94,90
2015-09-15 15:00,93,66,94,91
2015-09-15 16:00,93,67,94,92
2015-09-15 17:00,93,67,96,89
2015-09-15 18:00,95,63,95,82
2015-09-15 19:00,93,62,95,81
2015-09-15 20:00,91,60,93,75
2015-09-15 21:00,88,57,92,76
2015-09-15 22:00,90,53,91,76
2015-09-15 23:00,90,58,89,77
2015-09-16 00:00,90,58,87,75
2015-09-16 01:00,90,57,86,75
2015-09-16 02:00,90,58,84,73
2015-09-16 03:00,90,57,83,72
2015-09-16 04:00,90,56,80,71
2015-09-16 05:00,90,55,80,70
2015-09-16 06:00,90,54,79,70
2015-09-16 07:00,77,54,78,70
2015-09-16 08:01,77,54,79,72
2015-09-16 09:00,81,55,82,76
2015-09-16 10:00,84,56,85,81
2015-09-16 11:00,86,61,88,83
2015-09-16 12:00,90,63,91,86
2015-09-16 13:00,91,63,94,89
2015-09-16 14:00,91,65,94,91
2015-09-16 15:00,95,68,96,92
2015-09-16 16:00,97,67,95,91
2015-09-16 17:00,95,67,96,92
2015-09-16 18:00,95,66,97,92
2015-09-16 19:00,95,63,96,89
2015-09-16 20:00,93,59,94,86
2015-09-16 21:00,90,59,94,83
2015-09-16 22:00,88,58,89,81
2015-09-16 23:00,88,58,89,77
2015-09-17 00:00,88,57,88,77
2015-09-17 01:00,88,57,87,75
2015-09-17 02:00,88,53,85,73
2015-09-17 03:00,88,51,83,74
2015-09-17 04:00,88,49,81,73
2015-09-17 05:00,88,48,79,72
2015-09-17 06:00,88,49,78,72
2015-09-17 07:00,73,46,77,71
2015-09-17 08:00,73,48,78,73
2015-09-17 09:00,77,57,80,78
2015-09-17 10:00,82,59,84,82
2015-09-17 11:00,86,62,87,85
2015-09-17 12:00,88,64,91,87
2015-09-17 13:00,91,67,92,88
2015-09-17 14:00,93,68,94,91
2015-09-17 15:00,95,70,93,93
2015-09-17 16:00,95,71,96,94
2015-09-17 17:00,95,70,98,94
2015-09-17 18:00,97,69,96,94
2015-09-17 19:00,95,66,95,92
2015-09-17 20:00,93,63,93,89
2015-09-17 21:00,90,60,92,87
2015-09-17 22:00,90,51,92,82
2015-09-17 23:00,90,49,88,80
2015-09-18 00:00,90,47,86,79
2015-09-18 01:00,90,48,85,76
2015-09-18 02:00,90,45,86,76
2015-09-18 03:00,90,44,83,76
2015-09-18 04:00,90,43,84,71
2015-09-18 05:00,90,42,79,72
2015-09-18 06:00,90,41,78,69
2015-09-18 07:00,72,39,78,69
2015-09-18 08:00,72,42,79,71
2015-09-18 09:00,77,54,81,76
2015-09-18 10:00,82,61,86,81
2015-09-18 11:00,86,65,88,85
2015-09-18 12:00,90,68,91,88
2015-09-18 13:00,95,71,93,90
2015-09-18 14:00,95,72,96,92
2015-09-18 15:00,97,73,99,94
2015-09-18 16:00,97,74,100,94
2015-09-18 17:00,99,74,99,95
2015-09-18 18:00,97,73,99,94
2015-09-18 19:00,97,70,98,92
2015-09-18 20:00,93,63,96,90
2015-09-18 21:00,91,55,95,89
2015-09-18 22:00,91,51,90,87
2015-09-18 23:00,91,48,90,85
2015-09-19 00:00,91,46,87,80
2015-09-19 01:00,91,45,86,77
2015-09-19 02:00,91,43,84,76
2015-09-19 03:00,91,42,83,76
2015-09-19 04:00,91,41,82,76
2015-09-19 05:00,91,40,82,75
2015-09-19 06:00,91,38,81,74
2015-09-19 07:00,77,37,80,72
2015-09-19 08:00,77,42,80,74
2015-09-19 09:00,79,58,84,77
2015-09-19 10:00,82,68,86,82
2015-09-19 11:00,88,71,92,86
2015-09-19 12:00,91,74,95,89
2015-09-19 13:00,95,75,97,93
2015-09-19 14:00,97,75,99,93
2015-09-19 15:00,99,76,100,89
2015-09-19 16:00,99,77,101,83
2015-09-19 17:00,100,76,102,81
2015-09-19 18:00,100,75,98,80
2015-09-19 19:00,99,72,100,80
2015-09-19 20:00,97,66,98,79
2015-09-19 21:00,93,61,97,78
2015-09-19 22:00,91,59,93,79
2015-09-19 23:00,91,57,91,78
2015-09-20 00:00,91,56,90,76
2015-09-20 01:00,91,51,88,74
2015-09-20 02:00,91,53,88,74
2015-09-20 03:00,91,50,87,73
2015-09-20 04:00,91,47,86,71
2015-09-20 05:00,91,46,85,72
2015-09-20 06:00,91,46,83,71
2015-09-20 07:00,79,45,82,70
2015-09-20 08:00,79,49,83,71
2015-09-20 09:00,82,61,85,76
2015-09-20 10:00,86,71,88,80
2015-09-20 11:00,90,73,93,85
2015-09-20 12:00,93,74,94,86
2015-09-20 13:00,95,75,98,90
2015-09-20 14:00,97,76,97,91
2015-09-20 15:00,99,76,99,93
2015-09-20 16:00,99,78,102,95
2015-09-20 17:00,100,79,101,95
2015-09-20 18:00,99,76,102,95
2015-09-20 19:00,99,71,100,92
2015-09-20 20:00,99,62,99,88
2015-09-20 21:00,91,58,98,86
2015-09-20 22:00,91,56,97,82
2015-09-20 23:00,91,53,92,81
2015-09-21 00:00,91,51,94,79
2015-09-21 01:00,91,49,91,79
2015-09-21 02:00,91,46,89,79
2015-09-21 03:00,91,45,87,77
2015-09-21 04:00,91,44,87,77
2015-09-21 05:00,91,43,86,77
2015-09-21 06:00,91,43,84,77
2015-09-21 07:00,82,43,84,75
2015-09-21 08:00,84,45,84,72
2015-09-21 09:00,84,52,84,70
2015-09-21 10:00,84,62,86,70
2015-09-21 11:00,82,68,86,70
2015-09-21 12:00,84,72,85,70
2015-09-21 13:00,86,71,86,70
2015-09-21 14:00,86,72,86,70
2015-09-21 15:00,88,71,87,70
2015-09-21 16:00,86,71,82,70
2015-09-21 17:00,79,68,81,75
2015-09-21 18:00,75,66,83,73
2015-09-21 19:00,73,64,79,72
2015-09-21 20:00,72,61,78,71
2015-09-21 21:00,72,60,77,72
2015-09-21 22:00,72,58,77,72
2015-09-21 23:00,72,58,77,72
2015-09-22 00:00,72,56,77,71
2015-09-22 01:00,72,54,76,71
2015-09-22 02:00,72,54,76,71
2015-09-22 03:00,72,54,75,71
2015-09-22 04:00,72,54,74,71
2015-09-22 05:00,72,54,74,71
2015-09-22 06:00,72,53,75,71
2015-09-22 07:00,70,52,74,72
2015-09-22 08:00,72,53,74,72
2015-09-22 09:00,73,56,75,74
2015-09-22 10:00,77,56,77,76
2015-09-22 11:00,79,68,80,77
2015-09-22 12:00,82,65,83,80
2015-09-22 13:00,84,52,86,82
2015-09-22 14:00,88,52,86,77
2015-09-22 15:00,88,52,90,68
2015-09-22 16:00,88,53,90,70
2015-09-22 17:00,90,57,89,78
2015-09-22 18:00,88,56,90,80
2015-09-22 19:00,88,54,78,78
2015-09-22 20:00,77,50,79,75
2015-09-22 21:00,75,51,76,73
2015-09-22 22:00,75,47,77,73
2015-09-22 23:00,75,47,76,73
2015-09-23 00:00,75,46,75,71
2015-09-23 01:00,75,44,76,70
2015-09-23 02:00,75,43,75,70
2015-09-23 03:00,75,42,74,69
2015-09-23 04:00,75,41,73,68
2015-09-23 05:00,75,40,75,68
2015-09-23 06:00,75,39,74,67
2015-09-23 07:00,72,40,73,67
2015-09-23 08:00,72,42,74,68
2015-09-23 09:00,75,52,77,72
2015-09-23 10:00,79,62,79,75
2015-09-23 11:00,82,67,83,77
2015-09-23 12:00,86,70,85,80
2015-09-23 13:00,88,70,85,83
2015-09-23 14:00,90,75,90,85
2015-09-23 15:00,91,75,92,87
2015-09-23 16:00,93,76,94,88
2015-09-23 17:00,95,75,95,88
2015-09-23 18:00,95,75,96,87
2015-09-23 19:00,93,71,94,86
2015-09-23 20:00,91,61,91,81
2015-09-23 21:00,88,55,89,79
2015-09-23 22:00,88,52,89,78
2015-09-23 23:00,88,49,91,76
2015-09-24 00:00,88,47,86,74
2015-09-24 01:00,88,46,84,72
2015-09-24 02:00,88,45,83,71
2015-09-24 03:00,88,44,83,70
2015-09-24 04:00,88,43,80,70
2015-09-24 05:00,88,42,82,69
2015-09-24 06:00,88,41,79,68
2015-09-24 07:00,75,41,79,68
2015-09-24 08:00,73,43,78,70
2015-09-24 09:00,81,56,82,75
2015-09-24 10:00,81,67,85,78
2015-09-24 11:00,86,70,89,82
2015-09-24 12:00,90,73,93,86
2015-09-24 13:00,93,74,95,88
2015-09-24 14:00,97,75,98,91
2015-09-24 15:00,100,77,101,92
2015-09-24 16:00,100,77,104,93
2015-09-24 17:00,102,76,104,94
2015-09-24 18:00,102,75,103,94
2015-09-24 19:00,100,72,101,93
2015-09-24 20:00,95,62,99,89
2015-09-24 21:00,95,56,99,84
2015-09-24 22:00,90,53,98,80
2015-09-24 23:00,90,51,91,78
2015-09-25 00:00,90,49,89,79
2015-09-25 01:00,90,47,90,78
2015-09-25 02:00,90,45,86,84
2015-09-25 03:00,90,44,86,83
2015-09-25 04:00,90,42,85,84
2015-09-25 05:00,90,42,84,80
2015-09-25 06:00,90,41,83,80
2015-09-25 07:00,82,40,83,80
2015-09-25 08:00,77,43,82,78
2015-09-25 09:00,81,56,85,79
2015-09-25 10:00,88,66,90,82
2015-09-25 11:00,93,71,94,85
2015-09-25 12:00,95,74,97,88
2015-09-25 13:00,95,75,98,89
2015-09-25 14:00,97,77,101,91
2015-09-25 15:00,99,77,101,92
2015-09-25 16:00,99,77,102,93
2015-09-25 17:00,99,76,102,93
2015-09-25 18:00,99,74,101,92
2015-09-25 19:00,99,72,99,90
2015-09-25 20:00,93,62,97,87
2015-09-25 21:00,90,56,95,85
2015-09-25 22:00,88,51,93,81
2015-09-25 23:00,88,49,92,83
2015-09-26 00:00,88,47,90,80
2015-09-26 01:00,88,45,89,80
2015-09-26 02:00,88,45,87,77
2015-09-26 03:00,88,44,85,77
2015-09-26 04:00,88,42,86,76
2015-09-26 05:00,88,42,84,74
2015-09-26 06:00,88,42,84,74
2015-09-26 07:00,75,41,83,73
2015-09-26 08:00,77,44,83,73
2015-09-26 09:00,82,57,86,79
2015-09-26 10:00,90,66,90,84
2015-09-26 11:00,93,69,93,87
2015-09-26 12:00,95,72,98,90
2015-09-26 13:00,97,74,99,92
2015-09-26 14:00,97,76,101,93
2015-09-26 15:00,100,76,103,94
2015-09-26 16:00,102,76,103,95
2015-09-26 17:00,102,76,103,94
2015-09-26 18:00,102,74,103,94
2015-09-26 19:00,102,71,101,91
2015-09-26 20:00,95,64,98,87
2015-09-26 21:00,95,57,96,84
2015-09-26 22:00,90,53,93,81
2015-09-26 23:00,90,50,92,79
2015-09-27 00:00,90,47,90,77
2015-09-27 01:00,90,46,89,75
2015-09-27 02:00,90,44,87,74
2015-09-27 03:00,90,44,87,72
2015-09-27 04:00,90,42,86,72
2015-09-27 05:00,90,44,84,69
2015-09-27 06:00,90,44,83,67
2015-09-27 07:00,75,45,82,68
2015-09-27 08:00,77,49,82,69
2015-09-27 09:00,82,63,84,74
2015-09-27 10:00,82,69,87,80
2015-09-27 11:00,91,70,91,85
2015-09-27 12:00,93,73,93,89
2015-09-27 13:00,97,74,98,90
2015-09-27 14:00,100,75,100,92
2015-09-27 15:00,100,74,101,94
2015-09-27 16:00,100,76,103,94
2015-09-27 17:00,102,75,103,95
2015-09-27 18:00,100,74,102,96
2015-09-27 19:00,100,70,101,94
2015-09-27 20:00,97,62,100,87
2015-09-27 21:00,93,60,99,81
2015-09-27 22:00,93,58,95,79
2015-09-27 23:00,93,57,93,76
2015-09-28 00:00,93,54,91,74
2015-09-28 01:00,93,51,89,73
2015-09-28 02:00,93,50,87,73
2015-09-28 03:00,93,48,86,73
2015-09-28 04:00,93,50,86,73
2015-09-28 05:00,93,49,83,71
2015-09-28 06:00,93,47,82,68
2015-09-28 07:00,93,49,84,71
2015-09-28 08:00,77,48,81,69
2015-09-28 09:00,81,61,84,74
2015-09-28 10:00,84,68,87,82
2015-09-28 11:00,90,70,91,85
2015-09-28 12:00,91,72,94,87
2015-09-28 13:00,97,74,96,89
2015-09-28 14:00,99,75,99,92
2015-09-28 15:00,99,74,102,94
2015-09-28 16:00,100,76,102,94
2015-09-28 17:00,100,76,103,94
2015-09-28 18:00,100,73,100,94
2015-09-28 19:00,99,70,100,91
2015-09-28 20:00,97,65,97,86
2015-09-28 21:00,91,58,94,84
2015-09-28 22:00,90,57,92,79
2015-09-28 23:00,90,54,92,77
2015-09-29 00:00,90,55,89,73
2015-09-29 01:00,90,53,86,72
2015-09-29 02:00,90,53,85,72
2015-09-29 03:00,90,54,86,70
2015-09-29 04:00,90,50,83,70
2015-09-29 05:00,90,49,82,69
2015-09-29 06:00,90,51,81,68
2015-09-29 07:00,73,48,80,67
2015-09-29 08:00,75,49,80,67
2015-09-29 09:00,81,59,83,73
2015-09-29 10:00,84,70,87,81
2015-09-29 11:00,90,73,91,84
2015-09-29 12:00,93,75,93,87
2015-09-29 13:00,95,76,98,89
2015-09-29 14:00,97,78,100,89
2015-09-29 15:00,100,78,101,94
2015-09-29 16:00,100,79,102,95
2015-09-29 17:00,100,78,103,95
2015-09-29 18:00,100,76,102,95
2015-09-29 19:00,100,73,101,92
2015-09-29 20:00,95,65,99,86
2015-09-29 21:00,93,59,95,80
2015-09-29 22:00,88,60,94,77
2015-09-29 23:00,88,56,93,75
2015-09-30 00:00,88,52,90,73
2015-09-30 01:00,88,50,88,73
2015-09-30 02:00,88,50,86,72
2015-09-30 03:00,88,47,85,71
2015-09-30 04:00,88,50,84,69
2015-09-30 05:00,88,48,82,68
2015-09-30 06:00,88,47,81,69
2015-09-30 07:00,72,45,79,69
2015-09-30 08:00,72,47,78,71
2015-09-30 09:00,79,60,81,74
2015-09-30 10:00,84,69,86,82
2015-09-30 11:00,90,74,91,85
